;Data;Sinal de Compra (MACD);Compra_MACD_1;Compra_MACD_2;Compra_MACD_3;Compra_MACD_5;Compra_MACD_7;Compra_MACD_9;Compra_MACD_14;Compra_MACD_21
998;2017-05-11;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
997;2017-05-12;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
996;2017-05-15;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
995;2017-05-16;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
994;2017-05-17;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
993;2017-05-18;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
992;2017-05-19;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
991;2017-05-22;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
990;2017-05-23;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
989;2017-05-24;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
988;2017-05-25;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
987;2017-05-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
986;2017-05-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
985;2017-05-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
984;2017-05-31;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
983;2017-06-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
982;2017-06-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
981;2017-06-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
980;2017-06-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
979;2017-06-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
978;2017-06-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
977;2017-06-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
976;2017-06-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
975;2017-06-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
974;2017-06-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
973;2017-06-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
972;2017-06-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
971;2017-06-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
970;2017-06-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
969;2017-06-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
968;2017-06-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
967;2017-06-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
966;2017-06-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
965;2017-06-28;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
964;2017-06-29;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
963;2017-06-30;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
962;2017-07-03;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
961;2017-07-04;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
960;2017-07-05;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
959;2017-07-06;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
958;2017-07-07;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
957;2017-07-10;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
956;2017-07-11;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
955;2017-07-12;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
954;2017-07-13;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
953;2017-07-14;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
952;2017-07-17;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
951;2017-07-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
950;2017-07-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
949;2017-07-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
948;2017-07-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
947;2017-07-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
946;2017-07-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
945;2017-07-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
944;2017-07-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
943;2017-07-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
942;2017-07-31;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
941;2017-08-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
940;2017-08-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
939;2017-08-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
938;2017-08-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
937;2017-08-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
936;2017-08-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
935;2017-08-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
934;2017-08-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
933;2017-08-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
932;2017-08-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
931;2017-08-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
930;2017-08-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
929;2017-08-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
928;2017-08-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
927;2017-08-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
926;2017-08-22;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
925;2017-08-23;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
924;2017-08-24;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
923;2017-08-25;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
922;2017-08-28;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
921;2017-08-29;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
920;2017-08-30;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
919;2017-08-31;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
918;2017-09-01;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
917;2017-09-04;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
916;2017-09-05;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
915;2017-09-06;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
914;2017-09-08;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
913;2017-09-11;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
912;2017-09-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
911;2017-09-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
910;2017-09-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
909;2017-09-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
908;2017-09-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
907;2017-09-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
906;2017-09-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
905;2017-09-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
904;2017-09-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
903;2017-09-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
902;2017-09-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
901;2017-09-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
900;2017-09-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
899;2017-09-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
898;2017-10-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
897;2017-10-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
896;2017-10-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
895;2017-10-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
894;2017-10-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
893;2017-10-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
892;2017-10-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
891;2017-10-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
890;2017-10-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
889;2017-10-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
888;2017-10-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
886;2017-10-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
885;2017-10-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
884;2017-10-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
883;2017-10-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
882;2017-10-25;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
881;2017-10-26;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
880;2017-10-27;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
879;2017-10-30;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
878;2017-10-31;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
877;2017-11-01;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
876;2017-11-03;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
875;2017-11-06;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
874;2017-11-07;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
873;2017-11-08;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
872;2017-11-09;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
871;2017-11-10;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
870;2017-11-13;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
869;2017-11-14;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
868;2017-11-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
867;2017-11-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
866;2017-11-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
865;2017-11-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
864;2017-11-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
863;2017-11-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
862;2017-11-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
861;2017-11-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
860;2017-11-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
859;2017-11-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
858;2017-12-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
857;2017-12-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
856;2017-12-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
855;2017-12-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
854;2017-12-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
853;2017-12-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
852;2017-12-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
851;2017-12-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
850;2017-12-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
849;2017-12-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
848;2017-12-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
847;2017-12-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
846;2017-12-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
845;2017-12-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
844;2017-12-21;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
843;2017-12-22;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
842;2017-12-26;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
841;2017-12-27;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
840;2017-12-28;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
839;2018-01-02;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
838;2018-01-03;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
837;2018-01-04;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
836;2018-01-05;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
835;2018-01-08;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
834;2018-01-09;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
833;2018-01-10;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
832;2018-01-11;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
831;2018-01-12;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
830;2018-01-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
829;2018-01-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
828;2018-01-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
827;2018-01-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
826;2018-01-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
825;2018-01-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
824;2018-01-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
823;2018-01-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
822;2018-01-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
821;2018-01-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
820;2018-01-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
819;2018-01-31;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
818;2018-02-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
817;2018-02-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
816;2018-02-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
815;2018-02-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
814;2018-02-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
813;2018-02-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
812;2018-02-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
811;2018-02-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
810;2018-02-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
809;2018-02-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
808;2018-02-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
807;2018-02-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
806;2018-02-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
805;2018-02-22;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
804;2018-02-23;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
803;2018-02-26;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
802;2018-02-27;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
801;2018-02-28;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
800;2018-03-01;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
799;2018-03-02;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
798;2018-03-05;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
797;2018-03-06;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
796;2018-03-07;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
795;2018-03-08;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
794;2018-03-09;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
793;2018-03-12;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
792;2018-03-13;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
791;2018-03-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
790;2018-03-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
789;2018-03-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
788;2018-03-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
787;2018-03-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
786;2018-03-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
785;2018-03-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
784;2018-03-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
783;2018-03-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
782;2018-03-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
781;2018-03-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780;2018-03-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
779;2018-04-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
778;2018-04-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
777;2018-04-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
776;2018-04-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
775;2018-04-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
774;2018-04-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
773;2018-04-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
772;2018-04-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
771;2018-04-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
770;2018-04-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
769;2018-04-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
768;2018-04-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
767;2018-04-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
766;2018-04-19;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
765;2018-04-20;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
764;2018-04-23;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
763;2018-04-24;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
762;2018-04-25;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
761;2018-04-26;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
760;2018-04-27;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
759;2018-04-30;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
758;2018-05-02;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
757;2018-05-03;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
756;2018-05-04;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
755;2018-05-07;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
754;2018-05-08;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
753;2018-05-09;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
752;2018-05-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
751;2018-05-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
750;2018-05-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
749;2018-05-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
748;2018-05-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
747;2018-05-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
746;2018-05-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
745;2018-05-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
744;2018-05-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
743;2018-05-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
742;2018-05-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
741;2018-05-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
740;2018-05-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
739;2018-05-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
738;2018-05-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
737;2018-06-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
736;2018-06-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
735;2018-06-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
734;2018-06-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
733;2018-06-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
732;2018-06-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
731;2018-06-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
730;2018-06-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
729;2018-06-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
728;2018-06-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
727;2018-06-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
726;2018-06-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
725;2018-06-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
724;2018-06-20;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
723;2018-06-21;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
722;2018-06-22;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
721;2018-06-25;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
720;2018-06-26;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
719;2018-06-27;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
718;2018-06-28;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
717;2018-06-29;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
716;2018-07-02;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
715;2018-07-03;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
714;2018-07-04;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
713;2018-07-05;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
712;2018-07-06;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
711;2018-07-10;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
710;2018-07-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
709;2018-07-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
708;2018-07-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
707;2018-07-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
706;2018-07-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
705;2018-07-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
704;2018-07-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
703;2018-07-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
702;2018-07-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
701;2018-07-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
700;2018-07-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
699;2018-07-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
698;2018-07-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
697;2018-07-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
696;2018-07-31;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
695;2018-08-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
694;2018-08-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
693;2018-08-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
692;2018-08-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
691;2018-08-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
690;2018-08-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
689;2018-08-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
688;2018-08-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
687;2018-08-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
686;2018-08-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
685;2018-08-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
684;2018-08-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
683;2018-08-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
682;2018-08-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
681;2018-08-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
680;2018-08-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
679;2018-08-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
678;2018-08-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
677;2018-08-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
676;2018-08-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
675;2018-08-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
